779,140,20,14,0,45.72,38,760,133
779,140,21,14,0,45.72,38,760,133
779,140,22,14,0,45.72,38,760,133
779,140,23,14,0,45.72,38,760,133
779,140,24,14,0,45.72,38,760,133
779.5,140,28,14,0,45.72,39,760,133
779.5,140,29,14,0,45.72,39,760,133
779.5,140,30,14,0,45.72,39,760,133
779,140.5,32,15,0,45.72,40,759,133
779,140.5,33,15,0,45.72,40,759,133
780,140.5,38,15,0,45.72,36,762,133
779.5,140.5,40,15,0,45.72,39,760,133
779.5,140,41,16,0,45.72,39,760,132
779,140,42,16,0,45.72,40,759,132
779,140,43,16,0,45.72,40,759,132
779.5,140,44,16,0,45.72,39,760,132
781,140,45,16,0,45.72,36,763,132
781,140,46,16,0,45.72,36,763,132
781,140,47,16,0,45.72,36,763,132
779.5,140,48,16,0,45.72,39,760,132
779.5,140,49,16,0,45.72,39,760,132
779.5,140,50,16,0,45.72,39,760,132
779.5,140,51,16,0,45.72,39,760,132
779.5,140,54,16,0,45.72,39,760,132
779.5,140.5,55,15,0,45.72,39,760,133
780.5,140,56,16,0,45.72,37,762,132
780.5,140,57,16,0,45.72,37,762,132
780.5,140,58,16,0,45.72,37,762,132
780.5,139,59,16,0,45.72,37,762,131
779.5,140.5,60,15,0,45.72,39,760,133
779.5,140.5,61,15,0,45.72,39,760,133
779.5,140.5,62,15,0,45.72,39,760,133
779.5,140.5,63,15,0,45.72,39,760,133
780,141,66,16,0,45.72,36,762,133
780,141,67,16,0,45.72,36,762,133
780,141,68,16,0,45.72,36,762,133
780,141,69,16,0,45.72,36,762,133
781.5,141.5,70,15,0,45.72,35,764,134
781,150.5,74,35,0,45.72,36,763,133
781,150.5,75,35,0,45.72,36,763,133
780,140.5,76,15,0,45.72,36,762,133
781.5,141.5,78,15,0,45.72,35,764,134
781.5,141.5,79,15,0,45.72,35,764,134
780.5,140.5,80,17,0,45.72,37,762,132
780.5,141,81,16,0,45.72,37,762,133
780.5,141,82,16,0,45.72,35,763,133
780.5,141,83,16,0,45.72,35,763,133
778.5,140,12,14,0,45.72,39,759,133
778.5,140,13,14,0,45.72,39,759,133
778.5,140,14,14,0,45.72,39,759,133
778.5,139.5,15,15,0,45.72,39,759,132
779,140,20,14,0,45.72,38,760,133
779,140,21,14,0,45.72,38,760,133
779,140,22,14,0,45.72,38,760,133
779,140,23,14,0,45.72,38,760,133
779,140,24,14,0,45.72,38,760,133
779.5,140,28,14,0,45.72,39,760,133
779.5,140,29,14,0,45.72,39,760,133
779.5,140,30,14,0,45.72,39,760,133
779,140.5,32,15,0,45.72,40,759,133
779,140.5,33,15,0,45.72,40,759,133
780,140.5,38,15,0,45.72,36,762,133
779.5,140.5,40,15,0,45.72,39,760,133
779.5,140,41,16,0,45.72,39,760,132
779,140,42,16,0,45.72,40,759,132
779,140,43,16,0,45.72,40,759,132
779.5,140,44,16,0,45.72,39,760,132
781,140,45,16,0,45.72,36,763,132
781,140,46,16,0,45.72,36,763,132
781,140,47,16,0,45.72,36,763,132
779.5,140,48,16,0,45.72,39,760,132
779.5,140,49,16,0,45.72,39,760,132
779.5,140,50,16,0,45.72,39,760,132
779.5,140,51,16,0,45.72,39,760,132
779.5,140,54,16,0,45.72,39,760,132
779.5,140.5,55,15,0,45.72,39,760,133
780.5,140,56,16,0,45.72,37,762,132
780.5,140,57,16,0,45.72,37,762,132
780.5,140,58,16,0,45.72,37,762,132
780.5,139,59,16,0,45.72,37,762,131
779.5,140.5,60,15,0,45.72,39,760,133
779.5,140.5,61,15,0,45.72,39,760,133
779.5,140.5,62,15,0,45.72,39,760,133
779.5,140.5,63,15,0,45.72,39,760,133
780,141,66,16,0,45.72,36,762,133
780,141,67,16,0,45.72,36,762,133
780,141,68,16,0,45.72,36,762,133
780,141,69,16,0,45.72,36,762,133
781.5,141.5,70,15,0,45.72,35,764,134
781,150.5,74,35,0,45.72,36,763,133
781,150.5,75,35,0,45.72,36,763,133
780,140.5,76,15,0,45.72,36,762,133
781.5,141.5,78,15,0,45.72,35,764,134
781.5,141.5,79,15,0,45.72,35,764,134
780.5,140.5,80,17,0,45.72,37,762,132
780.5,141,81,16,0,45.72,37,762,133
780.5,141,82,16,0,45.72,35,763,133
780.5,141,83,16,0,45.72,35,763,133
778.5,140,12,14,0,45.72,39,759,133
778.5,140,13,14,0,45.72,39,759,133
778.5,140,14,14,0,45.72,39,759,133
778.5,139.5,15,15,0,45.72,39,759,132
779,140,20,14,0,45.72,38,760,133
779,140,21,14,0,45.72,38,760,133
779,140,22,14,0,45.72,38,760,133
779,140,23,14,0,45.72,38,760,133
779,140,24,14,0,45.72,38,760,133
779.5,140,28,14,0,45.72,39,760,133
779.5,140,29,14,0,45.72,39,760,133
779.5,140,30,14,0,45.72,39,760,133
779,140.5,32,15,0,45.72,40,759,133
779,140.5,33,15,0,45.72,40,759,133
780,140.5,38,15,0,45.72,36,762,133
779.5,140.5,40,15,0,45.72,39,760,133
779.5,140,41,16,0,45.72,39,760,132
779,140,42,16,0,45.72,40,759,132
779,140,43,16,0,45.72,40,759,132
779.5,140,44,16,0,45.72,39,760,132
781,140,45,16,0,45.72,36,763,132
781,140,46,16,0,45.72,36,763,132
781,140,47,16,0,45.72,36,763,132
779.5,140,48,16,0,45.72,39,760,132
779.5,140,49,16,0,45.72,39,760,132
779.5,140,50,16,0,45.72,39,760,132
779.5,140,51,16,0,45.72,39,760,132
779.5,140,54,16,0,45.72,39,760,132
779.5,140.5,55,15,0,45.72,39,760,133
780.5,140,56,16,0,45.72,37,762,132
780.5,140,57,16,0,45.72,37,762,132
780.5,140,58,16,0,45.72,37,762,132
780.5,139,59,16,0,45.72,37,762,131
779.5,140.5,60,15,0,45.72,39,760,133
779.5,140.5,61,15,0,45.72,39,760,133
779.5,140.5,62,15,0,45.72,39,760,133
779.5,140.5,63,15,0,45.72,39,760,133
780,141,66,16,0,45.72,36,762,133
780,141,67,16,0,45.72,36,762,133
780,141,68,16,0,45.72,36,762,133
780,141,69,16,0,45.72,36,762,133
781.5,141.5,70,15,0,45.72,35,764,134
781,150.5,74,35,0,45.72,36,763,133
781,150.5,75,35,0,45.72,36,763,133
780,140.5,76,15,0,45.72,36,762,133
781.5,141.5,78,15,0,45.72,35,764,134
781.5,141.5,79,15,0,45.72,35,764,134
780.5,140.5,80,17,0,45.72,37,762,132
780.5,141,81,16,0,45.72,37,762,133
780.5,141,82,16,0,45.72,35,763,133
780.5,141,83,16,0,45.72,35,763,133
778.5,140,12,14,0,45.72,39,759,133
778.5,140,13,14,0,45.72,39,759,133
778.5,140,14,14,0,45.72,39,759,133
778.5,139.5,15,15,0,45.72,39,759,132
779,140,20,14,0,45.72,38,760,133
779,140,21,14,0,45.72,38,760,133
779,140,22,14,0,45.72,38,760,133
779,140,23,14,0,45.72,38,760,133
779,140,24,14,0,45.72,38,760,133
779.5,140,28,14,0,45.72,39,760,133
779.5,140,29,14,0,45.72,39,760,133
779.5,140,30,14,0,45.72,39,760,133
779,140.5,32,15,0,45.72,40,759,133
779,140.5,33,15,0,45.72,40,759,133
780,140.5,38,15,0,45.72,36,762,133
779.5,140.5,40,15,0,45.72,39,760,133
779.5,140,41,16,0,45.72,39,760,132
779,140,42,16,0,45.72,40,759,132
779,140,43,16,0,45.72,40,759,132
779.5,140,44,16,0,45.72,39,760,132
781,140,45,16,0,45.72,36,763,132
781,140,46,16,0,45.72,36,763,132
781,140,47,16,0,45.72,36,763,132
779.5,140,48,16,0,45.72,39,760,132
779.5,140,49,16,0,45.72,39,760,132
779.5,140,50,16,0,45.72,39,760,132
779.5,140,51,16,0,45.72,39,760,132
779.5,140,54,16,0,45.72,39,760,132
779.5,140.5,55,15,0,45.72,39,760,133
780.5,140,56,16,0,45.72,37,762,132
780.5,140,57,16,0,45.72,37,762,132
780.5,140,58,16,0,45.72,37,762,132
780.5,139,59,16,0,45.72,37,762,131
779.5,140.5,60,15,0,45.72,39,760,133
779.5,140.5,61,15,0,45.72,39,760,133
779.5,140.5,62,15,0,45.72,39,760,133
779.5,140.5,63,15,0,45.72,39,760,133
780,141,66,16,0,45.72,36,762,133
780,141,67,16,0,45.72,36,762,133
780,141,68,16,0,45.72,36,762,133
780,141,69,16,0,45.72,36,762,133
781.5,141.5,70,15,0,45.72,35,764,134
781,150.5,74,35,0,45.72,36,763,133
781,150.5,75,35,0,45.72,36,763,133
780,140.5,76,15,0,45.72,36,762,133
781.5,141.5,78,15,0,45.72,35,764,134
781.5,141.5,79,15,0,45.72,35,764,134
780.5,140.5,80,17,0,45.72,37,762,132
780.5,141,81,16,0,45.72,37,762,133
780.5,141,82,16,0,45.72,35,763,133
780.5,141,83,16,0,45.72,35,763,133
778.5,140,12,14,0,45.72,39,759,133
778.5,140,13,14,0,45.72,39,759,133
778.5,140,14,14,0,45.72,39,759,133
778.5,139.5,15,15,0,45.72,39,759,132
779,140,20,14,0,45.72,38,760,133
779,140,21,14,0,45.72,38,760,133
779,140,22,14,0,45.72,38,760,133
779,140,23,14,0,45.72,38,760,133
779,140,24,14,0,45.72,38,760,133
779.5,140,28,14,0,45.72,39,760,133
779.5,140,29,14,0,45.72,39,760,133
779.5,140,30,14,0,45.72,39,760,133
779,140.5,32,15,0,45.72,40,759,133
779,140.5,33,15,0,45.72,40,759,133
780,140.5,38,15,0,45.72,36,762,133
779.5,140.5,40,15,0,45.72,39,760,133
779.5,140,41,16,0,45.72,39,760,132
779,140,42,16,0,45.72,40,759,132
779,140,43,16,0,45.72,40,759,132
779.5,140,44,16,0,45.72,39,760,132
781,140,45,16,0,45.72,36,763,132
781,140,46,16,0,45.72,36,763,132
781,140,47,16,0,45.72,36,763,132
779.5,140,48,16,0,45.72,39,760,132
779.5,140,49,16,0,45.72,39,760,132
779.5,140,50,16,0,45.72,39,760,132
779.5,140,51,16,0,45.72,39,760,132
779.5,140,54,16,0,45.72,39,760,132
779.5,140.5,55,15,0,45.72,39,760,133
780.5,140,56,16,0,45.72,37,762,132
780.5,140,57,16,0,45.72,37,762,132
780.5,140,58,16,0,45.72,37,762,132
780.5,139,59,16,0,45.72,37,762,131
779.5,140.5,60,15,0,45.72,39,760,133
779.5,140.5,61,15,0,45.72,39,760,133
779.5,140.5,62,15,0,45.72,39,760,133
779.5,140.5,63,15,0,45.72,39,760,133
780,141,66,16,0,45.72,36,762,133
780,141,67,16,0,45.72,36,762,133
780,141,68,16,0,45.72,36,762,133
780,141,69,16,0,45.72,36,762,133
781.5,141.5,70,15,0,45.72,35,764,134
781,150.5,74,35,0,45.72,36,763,133
781,150.5,75,35,0,45.72,36,763,133
780,140.5,76,15,0,45.72,36,762,133
781.5,141.5,78,15,0,45.72,35,764,134
781.5,141.5,79,15,0,45.72,35,764,134
780.5,140.5,80,17,0,45.72,37,762,132
780.5,141,81,16,0,45.72,37,762,133
780.5,141,82,16,0,45.72,35,763,133
780.5,141,83,16,0,45.72,35,763,133
781,150.5,74,35,0,45.72,36,763,133
781,150.5,75,35,0,45.72,36,763,133
778.5,140,12,14,0,45.72,39,759,133
778.5,140,13,14,0,45.72,39,759,133
778.5,140,14,14,0,45.72,39,759,133
778.5,139.5,15,15,0,45.72,39,759,132
779,140,20,14,0,45.72,38,760,133
779,140,21,14,0,45.72,38,760,133
779,140,22,14,0,45.72,38,760,133
779,140,23,14,0,45.72,38,760,133
779,140,24,14,0,45.72,38,760,133
779.5,140,28,14,0,45.72,39,760,133
779.5,140,29,14,0,45.72,39,760,133
779.5,140,30,14,0,45.72,39,760,133
779,140.5,32,15,0,45.72,40,759,133
779,140.5,33,15,0,45.72,40,759,133
780,140.5,38,15,0,45.72,36,762,133
779.5,140.5,40,15,0,45.72,39,760,133
779.5,140,41,16,0,45.72,39,760,132
779,140,42,16,0,45.72,40,759,132
779,140,43,16,0,45.72,40,759,132
779.5,140,44,16,0,45.72,39,760,132
781,140,45,16,0,45.72,36,763,132
781,140,46,16,0,45.72,36,763,132
781,140,47,16,0,45.72,36,763,132
779.5,140,48,16,0,45.72,39,760,132
779.5,140,49,16,0,45.72,39,760,132
779.5,140,50,16,0,45.72,39,760,132
779.5,140,51,16,0,45.72,39,760,132
779.5,140,54,16,0,45.72,39,760,132
779.5,140.5,55,15,0,45.72,39,760,133
780.5,140,56,16,0,45.72,37,762,132
780.5,140,57,16,0,45.72,37,762,132
780.5,140,58,16,0,45.72,37,762,132
780.5,139,59,16,0,45.72,37,762,131
779.5,140.5,60,15,0,45.72,39,760,133
779.5,140.5,61,15,0,45.72,39,760,133
779.5,140.5,62,15,0,45.72,39,760,133
779.5,140.5,63,15,0,45.72,39,760,133
780,141,66,16,0,45.72,36,762,133
780,141,67,16,0,45.72,36,762,133
780,141,68,16,0,45.72,36,762,133
780,141,69,16,0,45.72,36,762,133
781.5,141.5,70,15,0,45.72,35,764,134
780,140.5,76,15,0,45.72,36,762,133
781.5,141.5,78,15,0,45.72,35,764,134
781.5,141.5,79,15,0,45.72,35,764,134
780.5,140.5,80,17,0,45.72,37,762,132
780.5,141,81,16,0,45.72,37,762,133
780.5,141,82,16,0,45.72,35,763,133
780.5,141,83,16,0,45.72,35,763,133
778.5,140,12,14,0,45.72,39,759,133
778.5,140,13,14,0,45.72,39,759,133
778.5,140,14,14,0,45.72,39,759,133
778.5,139.5,15,15,0,45.72,39,759,132
779,140,20,14,0,45.72,38,760,133
779,140,21,14,0,45.72,38,760,133
779,140,22,14,0,45.72,38,760,133
779,140,23,14,0,45.72,38,760,133
779,140,24,14,0,45.72,38,760,133
779.5,140,28,14,0,45.72,39,760,133
779.5,140,29,14,0,45.72,39,760,133
779.5,140,30,14,0,45.72,39,760,133
779,140.5,32,15,0,45.72,40,759,133
779,140.5,33,15,0,45.72,40,759,133
780,140.5,38,15,0,45.72,36,762,133
779.5,140.5,40,15,0,45.72,39,760,133
779.5,140,41,16,0,45.72,39,760,132
779,140,42,16,0,45.72,40,759,132
779,140,43,16,0,45.72,40,759,132
779.5,140,44,16,0,45.72,39,760,132
781,140,45,16,0,45.72,36,763,132
781,140,46,16,0,45.72,36,763,132
781,140,47,16,0,45.72,36,763,132
779.5,140,48,16,0,45.72,39,760,132
779.5,140,49,16,0,45.72,39,760,132
779.5,140,50,16,0,45.72,39,760,132
779.5,140,51,16,0,45.72,39,760,132
779.5,140,54,16,0,45.72,39,760,132
779.5,140.5,55,15,0,45.72,39,760,133
780.5,140,56,16,0,45.72,37,762,132
780.5,140,57,16,0,45.72,37,762,132
780.5,140,58,16,0,45.72,37,762,132
780.5,139,59,16,0,45.72,37,762,131
779.5,140.5,60,15,0,45.72,39,760,133
779.5,140.5,61,15,0,45.72,39,760,133
779.5,140.5,62,15,0,45.72,39,760,133
779.5,140.5,63,15,0,45.72,39,760,133
780,141,66,16,0,45.72,36,762,133
780,141,67,16,0,45.72,36,762,133
780,141,68,16,0,45.72,36,762,133
780,141,69,16,0,45.72,36,762,133
781.5,141.5,70,15,0,45.72,35,764,134
780,140.5,76,15,0,45.72,36,762,133
781.5,141.5,78,15,0,45.72,35,764,134
781.5,141.5,79,15,0,45.72,35,764,134
780.5,140.5,80,17,0,45.72,37,762,132
780.5,141,81,16,0,45.72,37,762,133
780.5,141,82,16,0,45.72,35,763,133
780.5,141,83,16,0,45.72,35,763,133
778.5,140,12,14,0,45.72,39,759,133
778.5,140,13,14,0,45.72,39,759,133
778.5,140,14,14,0,45.72,39,759,133
778.5,139.5,15,15,0,45.72,39,759,132
779,140,20,14,0,45.72,38,760,133
779,140,21,14,0,45.72,38,760,133
779,140,22,14,0,45.72,38,760,133
779,140,23,14,0,45.72,38,760,133
779,140,24,14,0,45.72,38,760,133
779.5,140,28,14,0,45.72,39,760,133
779.5,140,29,14,0,45.72,39,760,133
779.5,140,30,14,0,45.72,39,760,133
779,140.5,32,15,0,45.72,40,759,133
779,140.5,33,15,0,45.72,40,759,133
780,140.5,38,15,0,45.72,36,762,133
779.5,140.5,40,15,0,45.72,39,760,133
779.5,140,41,16,0,45.72,39,760,132
779,140,42,16,0,45.72,40,759,132
779,140,43,16,0,45.72,40,759,132
779.5,140,44,16,0,45.72,39,760,132
781,140,45,16,0,45.72,36,763,132
781,140,46,16,0,45.72,36,763,132
781,140,47,16,0,45.72,36,763,132
779.5,140,48,16,0,45.72,39,760,132
779.5,140,49,16,0,45.72,39,760,132
779.5,140,50,16,0,45.72,39,760,132
779.5,140,51,16,0,45.72,39,760,132
779.5,140,54,16,0,45.72,39,760,132
779.5,140.5,55,15,0,45.72,39,760,133
780.5,140,56,16,0,45.72,37,762,132
780.5,140,57,16,0,45.72,37,762,132
780.5,140,58,16,0,45.72,37,762,132
780.5,139,59,16,0,45.72,37,762,131
779.5,140.5,60,15,0,45.72,39,760,133
779.5,140.5,61,15,0,45.72,39,760,133
779.5,140.5,62,15,0,45.72,39,760,133
779.5,140.5,63,15,0,45.72,39,760,133
780,141,66,16,0,45.72,36,762,133
780,141,67,16,0,45.72,36,762,133
780,141,68,16,0,45.72,36,762,133
780,141,69,16,0,45.72,36,762,133
781.5,141.5,70,15,0,45.72,35,764,134
780,140.5,76,15,0,45.72,36,762,133
781.5,141.5,78,15,0,45.72,35,764,134
781.5,141.5,79,15,0,45.72,35,764,134
780.5,140.5,80,17,0,45.72,37,762,132
780.5,141,81,16,0,45.72,37,762,133
780.5,141,82,16,0,45.72,35,763,133
780.5,141,83,16,0,45.72,35,763,133
778.5,140,12,14,0,45.72,39,759,133
778.5,140,13,14,0,45.72,39,759,133
778.5,140,14,14,0,45.72,39,759,133
778.5,139.5,15,15,0,45.72,39,759,132
779,140,20,14,0,45.72,38,760,133
779,140,21,14,0,45.72,38,760,133
779,140,22,14,0,45.72,38,760,133
779,140,23,14,0,45.72,38,760,133
779,140,24,14,0,45.72,38,760,133
779.5,140,28,14,0,45.72,39,760,133
779.5,140,29,14,0,45.72,39,760,133
779.5,140,30,14,0,45.72,39,760,133
779,140.5,32,15,0,45.72,40,759,133
779,140.5,33,15,0,45.72,40,759,133
780,140.5,38,15,0,45.72,36,762,133
779.5,140.5,40,15,0,45.72,39,760,133
779.5,140,41,16,0,45.72,39,760,132
779,140,42,16,0,45.72,40,759,132
779,140,43,16,0,45.72,40,759,132
779.5,140,44,16,0,45.72,39,760,132
781,140,45,16,0,45.72,36,763,132
781,140,46,16,0,45.72,36,763,132
781,140,47,16,0,45.72,36,763,132
779.5,140,48,16,0,45.72,39,760,132
779.5,140,49,16,0,45.72,39,760,132
779.5,140,50,16,0,45.72,39,760,132
779.5,140,51,16,0,45.72,39,760,132
779.5,140,54,16,0,45.72,39,760,132
779.5,140.5,55,15,0,45.72,39,760,133
780.5,140,56,16,0,45.72,37,762,132
780.5,140,57,16,0,45.72,37,762,132
780.5,140,58,16,0,45.72,37,762,132
780.5,139,59,16,0,45.72,37,762,131
779.5,140.5,60,15,0,45.72,39,760,133
779.5,140.5,61,15,0,45.72,39,760,133
779.5,140.5,62,15,0,45.72,39,760,133
779.5,140.5,63,15,0,45.72,39,760,133
780,141,66,16,0,45.72,36,762,133
780,141,67,16,0,45.72,36,762,133
780,141,68,16,0,45.72,36,762,133
780,141,69,16,0,45.72,36,762,133
781.5,141.5,70,15,0,45.72,35,764,134
780,140.5,76,15,0,45.72,36,762,133
781.5,141.5,78,15,0,45.72,35,764,134
781.5,141.5,79,15,0,45.72,35,764,134
780.5,140.5,80,17,0,45.72,37,762,132
780.5,141,81,16,0,45.72,37,762,133
780.5,141,82,16,0,45.72,35,763,133
780.5,141,83,16,0,45.72,35,763,133
778.5,140,12,14,0,45.72,39,759,133
778.5,140,13,14,0,45.72,39,759,133
778.5,140,14,14,0,45.72,39,759,133
778.5,139.5,15,15,0,45.72,39,759,132
779,140,20,14,0,45.72,38,760,133
779,140,21,14,0,45.72,38,760,133
779,140,22,14,0,45.72,38,760,133
779,140,23,14,0,45.72,38,760,133
779,140,24,14,0,45.72,38,760,133
779.5,140,28,14,0,45.72,39,760,133
779.5,140,29,14,0,45.72,39,760,133
779.5,140,30,14,0,45.72,39,760,133
779,140.5,32,15,0,45.72,40,759,133
779,140.5,33,15,0,45.72,40,759,133
780,140.5,38,15,0,45.72,36,762,133
779.5,140.5,40,15,0,45.72,39,760,133
779.5,140,41,16,0,45.72,39,760,132
779,140,42,16,0,45.72,40,759,132
779,140,43,16,0,45.72,40,759,132
779.5,140,44,16,0,45.72,39,760,132
781,140,45,16,0,45.72,36,763,132
781,140,46,16,0,45.72,36,763,132
781,140,47,16,0,45.72,36,763,132
779.5,140,48,16,0,45.72,39,760,132
779.5,140,49,16,0,45.72,39,760,132
779.5,140,50,16,0,45.72,39,760,132
779.5,140,51,16,0,45.72,39,760,132
779.5,140,54,16,0,45.72,39,760,132
779.5,140.5,55,15,0,45.72,39,760,133
780.5,140,56,16,0,45.72,37,762,132
780.5,140,57,16,0,45.72,37,762,132
780.5,140,58,16,0,45.72,37,762,132
780.5,139,59,16,0,45.72,37,762,131
779.5,140.5,60,15,0,45.72,39,760,133
779.5,140.5,61,15,0,45.72,39,760,133
779.5,140.5,62,15,0,45.72,39,760,133
779.5,140.5,63,15,0,45.72,39,760,133
780,141,66,16,0,45.72,36,762,133
780,141,67,16,0,45.72,36,762,133
780,141,68,16,0,45.72,36,762,133
780,141,69,16,0,45.72,36,762,133
781.5,141.5,70,15,0,45.72,35,764,134
780,140.5,76,15,0,45.72,36,762,133
781.5,141.5,78,15,0,45.72,35,764,134
781.5,141.5,79,15,0,45.72,35,764,134
780.5,140.5,80,17,0,45.72,37,762,132
780.5,141,81,16,0,45.72,37,762,133
780.5,141,82,16,0,45.72,35,763,133
780.5,141,83,16,0,45.72,35,763,133
778.5,140,12,14,0,45.72,39,759,133
778.5,140,13,14,0,45.72,39,759,133
778.5,140,14,14,0,45.72,39,759,133
778.5,139.5,15,15,0,45.72,39,759,132
779,140,20,14,0,45.72,38,760,133
779,140,21,14,0,45.72,38,760,133
779,140,22,14,0,45.72,38,760,133
779,140,23,14,0,45.72,38,760,133
779,140,24,14,0,45.72,38,760,133
779.5,140,28,14,0,45.72,39,760,133
779.5,140,29,14,0,45.72,39,760,133
779.5,140,30,14,0,45.72,39,760,133
779,140.5,32,15,0,45.72,40,759,133
779,140.5,33,15,0,45.72,40,759,133
780,140.5,38,15,0,45.72,36,762,133
779.5,140.5,40,15,0,45.72,39,760,133
779.5,140,41,16,0,45.72,39,760,132
779,140,42,16,0,45.72,40,759,132
779,140,43,16,0,45.72,40,759,132
779.5,140,44,16,0,45.72,39,760,132
781,140,45,16,0,45.72,36,763,132
781,140,46,16,0,45.72,36,763,132
781,140,47,16,0,45.72,36,763,132
779.5,140,48,16,0,45.72,39,760,132
779.5,140,49,16,0,45.72,39,760,132
779.5,140,50,16,0,45.72,39,760,132
779.5,140,51,16,0,45.72,39,760,132
779.5,140,54,16,0,45.72,39,760,132
779.5,140.5,55,15,0,45.72,39,760,133
780.5,140,56,16,0,45.72,37,762,132
780.5,140,57,16,0,45.72,37,762,132
780.5,140,58,16,0,45.72,37,762,132
780.5,139,59,16,0,45.72,37,762,131
779.5,140.5,60,15,0,45.72,39,760,133
779.5,140.5,61,15,0,45.72,39,760,133
779.5,140.5,62,15,0,45.72,39,760,133
779.5,140.5,63,15,0,45.72,39,760,133
780,141,66,16,0,45.72,36,762,133
780,141,67,16,0,45.72,36,762,133
780,141,68,16,0,45.72,36,762,133
780,141,69,16,0,45.72,36,762,133
781.5,141.5,70,15,0,45.72,35,764,134
780,140.5,76,15,0,45.72,36,762,133
781.5,141.5,78,15,0,45.72,35,764,134
781.5,141.5,79,15,0,45.72,35,764,134
780.5,140.5,80,17,0,45.72,37,762,132
780.5,141,81,16,0,45.72,37,762,133
780.5,141,82,16,0,45.72,35,763,133
780.5,141,83,16,0,45.72,35,763,133
778.5,140,12,14,0,45.72,39,759,133
778.5,140,13,14,0,45.72,39,759,133
778.5,140,14,14,0,45.72,39,759,133
778.5,139.5,15,15,0,45.72,39,759,132
779,140,20,14,0,45.72,38,760,133
779,140,21,14,0,45.72,38,760,133
779,140,22,14,0,45.72,38,760,133
779,140,23,14,0,45.72,38,760,133
779,140,24,14,0,45.72,38,760,133
779.5,140,28,14,0,45.72,39,760,133
779.5,140,29,14,0,45.72,39,760,133
779.5,140,30,14,0,45.72,39,760,133
779,140.5,32,15,0,45.72,40,759,133
779,140.5,33,15,0,45.72,40,759,133
780,140.5,38,15,0,45.72,36,762,133
779.5,140.5,40,15,0,45.72,39,760,133
779.5,140,41,16,0,45.72,39,760,132
779,140,42,16,0,45.72,40,759,132
779,140,43,16,0,45.72,40,759,132
779.5,140,44,16,0,45.72,39,760,132
781,140,45,16,0,45.72,36,763,132
781,140,46,16,0,45.72,36,763,132
781,140,47,16,0,45.72,36,763,132
779.5,140,48,16,0,45.72,39,760,132
779.5,140,49,16,0,45.72,39,760,132
779.5,140,50,16,0,45.72,39,760,132
779.5,140,51,16,0,45.72,39,760,132
779.5,140,54,16,0,45.72,39,760,132
779.5,140.5,55,15,0,45.72,39,760,133
780.5,140,56,16,0,45.72,37,762,132
780.5,140,57,16,0,45.72,37,762,132
780.5,140,58,16,0,45.72,37,762,132
780.5,139,59,16,0,45.72,37,762,131
779.5,140.5,60,15,0,45.72,39,760,133
779.5,140.5,61,15,0,45.72,39,760,133
779.5,140.5,62,15,0,45.72,39,760,133
779.5,140.5,63,15,0,45.72,39,760,133
780,141,66,16,0,45.72,36,762,133
